Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,response to interferon-beta (GO:0035456),6/28,2.118331428550582e-06,7.183906583780236e-05,0,0,19.534214876033055,255.2122092156064,IFITM1;IFI16;OAS1;STAT1;IRF1;XAF1
KEGG_2021_Human,Pathways in cancer,22/531,6.6912092949942655e-06,7.85336669886169e-05,0,0,3.2057710250244638,38.19585112728392,STAT5A;GADD45A;STAT1;MMP1;ITGA2;PDGFB;LAMC2;TRAF1;ETS1;RASGRP1;MMP9;VEGFA;RASGRP3;NFKBIA;IL6;BMP2;IL23A;COL4A1;FGF19;IL7R;NKX3-1;BIRC3
GO_Biological_Process_2021,regulation of interleukin-6 production (GO:0032675),10/110,3.4809115504047684e-06,0.00011636190039924512,0,0,7.2394833948339485,90.9873936315371,IFIH1;IL1A;IL6;DDX58;IL1B;TNFAIP3;TNF;CX3CL1;EREG;TLR2
KEGG_2021_Human,Hematopoietic cell lineage,9/99,1.0770572297931198e-05,0.00012009188112193286,0,0,7.216544117647059,82.547832177942,IL11;IL1A;IL6;CSF2;ITGB3;ITGA2;IL1B;IL7R;TNF
KEGG_2021_Human,Amoebiasis,9/102,1.3738264492879814e-05,0.0001371109250968191,0,0,6.982685009487666,78.17343217160027,IL6;CSF2;COL4A1;IL1B;LAMC2;CXCL3;TNF;CXCL2;TLR2
KEGG_2021_Human,Hepatitis C,11/157,1.414148554810242e-05,0.0001371109250968191,0,0,5.461770674784374,60.98830428206571,NFKBIA;OAS1;DDX58;STAT1;OAS3;MX2;MX1;IRF7;IFIT1;TNF;IRF9
KEGG_2021_Human,Chagas disease,9/102,1.3738264492879814e-05,0.0001371109250968191,0,0,6.982685009487666,78.17343217160027,C3;NFKBIA;IL6;IL1B;CCL5;SERPINE1;CCL2;TNF;TLR2
GO_Biological_Process_2021,collagen fibril organization (GO:0030199),9/89,4.46916918653915e-06,0.00014729374502114946,0,0,8.122748161764706,100.05851391422816,GREM1;LOX;COL5A1;COL4A1;COL22A1;PXDN;CYP1B1;LAMC2;LOXL2
GO_Biological_Process_2021,negative regulation of lipid localization (GO:1905953),4/9,4.546572647535819e-06,0.0001477636110449141,0,0,56.935740072202165,700.3743316008462,NFKBIA;IL6;ITGB3;TNF
KEGG_2021_Human,C-type lectin receptor signaling pathway,9/104,1.6082106806384252e-05,0.00014942957574265366,0,0,6.834984520123839,75.44321457204822,NFKBIA;IL6;IL23A;STAT1;IL1B;IRF1;NLRP3;TNF;IRF9
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,12/193,1.9299505456062e-05,0.00015939961913710469,0,0,4.815379243771694,52.27301753574075,C3;NFKBIA;IL6;CSF2;STAT1;PDGFB;IRF7;CXCL3;CXCL2;IRF9;ICAM1;VEGFA
KEGG_2021_Human,JAK-STAT signaling pathway,11/162,1.898208937823459e-05,0.00015939961913710469,0,0,5.279568310031886,57.399544211322414,STAT5A;IL11;IL6;CSF2;IL23A;STAT1;PDGFB;LIF;IL20RB;IL7R;IRF9
KEGG_2021_Human,Hepatitis B,11/162,1.898208937823459e-05,0.00015939961913710469,0,0,5.279568310031886,57.399544211322414,STAT5A;NFKBIA;IFIH1;IL6;DDX58;STAT1;IRF7;TNF;MMP9;CREB5;TLR2
GO_Biological_Process_2021,apoptotic process (GO:0006915),14/231,5.26947967179135e-06,0.0001622445056841021,0,0,4.712335387217591,57.271740093401554,PPP1R15A;TNFSF14;GADD45A;MX1;IFI6;HK2;NFKBIA;IL1A;FAP;IL1B;IRF1;NLRP3;NLRP1;TLR2
GO_Biological_Process_2021,regulation of neuroinflammatory response (GO:0150077),5/19,5.227865500601825e-06,0.0001622445056841021,0,0,25.4981884057971,310.09640926000856,IL6;IL1B;TNFRSF1B;MMP9;TNF
GO_Biological_Process_2021,regulation of interferon-beta production (GO:0032648),7/49,5.201039912897377e-06,0.0001622445056841021,0,0,11.968978102189782,145.62239099537803,IFIH1;OAS1;DDX58;IRF1;OAS3;IRF7;TLR2
GO_Biological_Process_2021,positive regulation of protein metabolic process (GO:0051247),10/115,5.202340206390074e-06,0.0001622445056841021,0,0,6.892988929889299,83.8628742607011,NFKBIA;IL23A;TIPARP;DDX58;IL1B;NEDD4;TNFAIP3;INHBA;TNF;RASGRP1
GO_Biological_Process_2021,neutrophil chemotaxis (GO:0030593),8/70,6.1043613248044e-06,0.00018550916233821163,0,0,9.290795226279098,111.5499985793082,CXCL6;CCL20;CCL5;CCL2;CXCL3;CXCL2;CX3CL1;CXCL5
GO_Biological_Process_2021,regulation of angiogenesis (GO:0045765),13/203,6.316573350075677e-06,0.0001894972005022703,0,0,4.985801256873527,59.69167635077639,STAT1;SERPINE1;TNFAIP3;ETS1;HK2;VEGFA;IL1A;IL6;BMPER;IL1B;ADM2;CYP1B1;ANGPTL4
GO_Biological_Process_2021,positive regulation of cell migration (GO:0030335),15/269,6.697837447941052e-06,0.00019839164086306408,0,0,4.321458172991534,51.4846679566392,SEMA7A;PDGFB;NEDD9;LAMC2;SOD2;MMP9;VEGFA;BMP2;PLAU;PODXL;IL1B;CCL5;SNAI2;HAS2;HBEGF
GO_Biological_Process_2021,negative regulation of lipid storage (GO:0010888),5/20,6.8906594803654425e-06,0.0002015517898006892,0,0,23.797101449275363,282.8367312623116,ABCA1;NFKBIA;IL6;ITGB3;TNF
GO_Biological_Process_2021,cytoplasmic pattern recognition receptor signaling pathway in response to virus (GO:0039528),4/10,7.493866064081753e-06,0.00021648946407347287,0,0,47.44404332129964,559.9073535954215,IFIH1;DDX58;OAS3;IRF7
KEGG_2021_Human,Herpes simplex virus 1 infection,20/498,2.759519346899691e-05,0.00021977600512808253,0,0,3.0845316532807514,32.38100906851804,ZNF441;ZNF382;TNFSF14;STAT1;DDX58;ITGB3;TNF;C3;IFIH1;NFKBIA;IL6;OAS1;IL1B;OAS3;CCL5;IRF7;CCL2;IRF9;TLR2;BIRC3
GO_Biological_Process_2021,cellular response to virus (GO:0098586),6/35,8.403494396154062e-06,0.0002359300014835447,0,0,14.813793103448276,173.12676960783932,IFIH1;IL6;OAS1;DDX58;CCL5;IFI6
GO_Biological_Process_2021,granulocyte chemotaxis (GO:0071621),8/73,8.381672818942534e-06,0.0002359300014835447,0,0,8.860636799098337,103.57608640044305,CXCL6;CCL20;CCL5;CCL2;CXCL3;CXCL2;CX3CL1;CXCL5
GO_Biological_Process_2021,positive regulation of multicellular organismal process (GO:0051240),17/345,8.469282104537502e-06,0.0002359300014835447,0,0,3.8068990206947526,44.46102038906065,ABCA1;SERPINE1;PDGFB;ADRB2;INHBA;TNF;EREG;VEGFA;LOXL2;IL1A;IL6;BMP2;IFI16;IL23A;IL1B;GRB10;AMTN
GO_Biological_Process_2021,positive regulation of interleukin-6 production (GO:0032755),8/76,1.1337739853088143e-05,0.00031120805717555703,0,0,8.468433527257057,96.43321627169506,IFIH1;IL1A;IL6;DDX58;IL1B;TNF;EREG;TLR2
GO_Biological_Process_2021,regulation of lipid storage (GO:0010883),5/22,1.1437561075682869e-05,0.00031120805717555703,0,0,20.99531116794544,238.89741115502605,C3;NFKBIA;IL6;ITGB3;TNF
GO_Biological_Process_2021,neutrophil migration (GO:1990266),8/77,1.2499955520103148e-05,0.0003362057001958778,0,0,8.345277910495302,94.21639731416384,CXCL6;CCL20;CCL5;CCL2;CXCL3;CXCL2;CX3CL1;CXCL5
GO_Biological_Process_2021,positive regulation of vasculature development (GO:1904018),9/102,1.3738264492879814e-05,0.0003653129421970314,0,0,6.982685009487666,78.17343217160027,IL1A;IL1B;ADM2;SERPINE1;CYP1B1;ANGPTL4;ETS1;HK2;VEGFA
GO_Biological_Process_2021,response to peptide (GO:1901652),6/39,1.611394998728716e-05,0.000423670145733168,0,0,13.015537190082645,143.63719334372075,STAT5A;MMP13;STAT1;FYN;NLRP1;MMP9
GO_Biological_Process_2021,protein mono-ADP-ribosylation (GO:0140289),4/12,1.7275999588337304e-05,0.0004491759892967699,0,0,35.57942238267148,390.1707887210713,TIPARP;PARP14;PARP9;PARP8
GO_Biological_Process_2021,positive regulation of p38MAPK cascade (GO:1900745),5/24,1.804063275000925e-05,0.0004539255982260392,0,0,18.783371472158656,205.16858713909284,BMP2;GADD45A;IL1B;XDH;VEGFA
GO_Biological_Process_2021,negative regulation of cellular process (GO:0048523),22/566,1.803865641307405e-05,0.0004539255982260392,0,0,2.994052350669998,32.70401443782672,IFITM1;MYOCD;APOBEC3G;DUSP1;INHBA;TNFRSF1B;SOD2;DHRS2;ETS1;IFIT3;EREG;IL1A;IL6;BMP2;PODXL;RPS6KA2;IL1B;IRF1;CYP1B1;TXNIP;TLR2;NKX3-1
GO_Biological_Process_2021,protein kinase B signaling (GO:0043491),5/24,1.804063275000925e-05,0.0004539255982260392,0,0,18.783371472158656,205.16858713909284,CCL5;IL1B;CCL2;TNF;NKX3-1
GO_Biological_Process_2021,negative regulation of macromolecule metabolic process (GO:0010605),12/194,2.031838521335881e-05,0.0005057980999921238,0,0,4.788676008006863,51.73678091712913,BMP2;TIPARP;STC2;FGF19;PDGFB;PARP14;PARP9;XDH;TNF;VEGFA;NKX3-1;RBMS3
KEGG_2021_Human,Malaria,6/50,6.896014843687913e-05,0.0005302797621180705,0,0,9.756198347107436,93.48371479531004,IL6;IL1B;CCL2;TNF;ICAM1;TLR2
GO_Biological_Process_2021,regulation of interleukin-1 beta production (GO:0032651),8/83,2.178959938859103e-05,0.0005367122375716107,0,0,7.675311355311355,82.387389183236,GBP5;IL6;IFI16;TNFAIP3;NLRP3;NLRP1;TNF;CX3CL1
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),33/1079,2.2957287571199056e-05,0.000559583884547977,0,0,2.3754433170912232,25.374188893068776,CSF2;BNC2;BNC1;PDGFB;PRDM1;ETS1;TNF;C1QTNF1;CUX2;IFI16;STC2;LAMP3;NFKBIZ;XDH;NKX3-1;TIPARP;DDX58;IL36G;ANK2;INHBA;PARP14;PARP9;VEGFA;IL1A;IL6;BMP2;IL1B;ADM2;FGF19;TRIM14;SNAI2;TLR2;RBMS3
KEGG_2021_Human,MAPK signaling pathway,14/294,7.668384981871412e-05,0.000570016616985775,0,0,3.640262172284644,34.494467039727176,GADD45A;DUSP1;RASGRF2;PLA2G4C;PDGFB;TNF;RASGRP1;EREG;VEGFA;RASGRP3;IL1A;RPS6KA2;IL1B;FGF19
GO_Biological_Process_2021,regulation of MAPK cascade (GO:0043408),11/166,2.3829822475584518e-05,0.0005748637586893584,0,0,5.142270011947431,54.73726707005253,GREM1;IL11;BMP2;IL6;DUSP1;IL1B;PDGFB;LIF;ADRB2;RASGRP1;CX3CL1
GO_Biological_Process_2021,monocyte chemotaxis (GO:0002548),6/42,2.500978654297031e-05,0.00059704830113042,0,0,11.92909090909091,126.40355019288428,IL6;CCL20;CCL5;PDGFB;CCL2;CX3CL1
GO_Biological_Process_2021,response to tumor necrosis factor (GO:0034612),9/110,2.5259735817056228e-05,0.00059704830113042,0,0,6.426980198019802,68.03793339834021,CCL20;CCL5;ANKRD1;CCL2;HAS2;GBP1;CX3CL1;NKX3-1;GBP3
GO_Biological_Process_2021,regulation of protein phosphorylation (GO:0001932),14/266,2.5892225394351863e-05,0.0006058780742278336,0,0,4.050561797752809,42.780283104251936,ITGB3;TNF;RASGRP1;MMP9;VEGFA;C3;MARCO;BMP2;BMPER;IL1B;FGF19;FYN;XDH;NKX3-1
GO_Biological_Process_2021,positive regulation of glial cell proliferation (GO:0060252),3/5,2.6873216255343912e-05,0.0006190964105560275,0,0,106.386690647482,1119.6540067238752,IL6;IL1B;TNF
GO_Biological_Process_2021,negative regulation of signal transduction (GO:0009968),14/267,2.6986253793467865e-05,0.0006190964105560275,0,0,4.034344421252091,42.44204135601439,TNFAIP3;TNF;CX3CL1;PTPRE;BMP2;IL1B;NEDD4;CCL5;GRB10;SNAI2;CHAC1;XDH;TRABD2B;NKX3-1
KEGG_2021_Human,Necroptosis,10/159,8.665685022230653e-05,0.0006233702451475598,0,0,4.846578667128953,45.33273764675055,STAT5A;IL1A;STAT1;IL1B;PLA2G4C;NLRP3;TNFAIP3;TNF;IRF9;BIRC3
GO_Biological_Process_2021,positive regulation of cellular process (GO:0048522),23/625,2.745937606369968e-05,0.0006238343688257984,0,0,2.8309446547683432,29.732853671876835,IL11;CSF2;BNC1;PDGFB;LIF;LAMC2;TNFRSF1B;ETS1;TNF;CX3CL1;CXCL5;EREG;VEGFA;GREM1;IL6;IL1B;FGF19;CCL5;HAS2;IL7R;HBEGF;TLR2;NKX3-1
KEGG_2021_Human,Chemokine signaling pathway,11/192,8.978435816869598e-05,0.0006256847459881001,0,0,4.397749130345815,40.97866521730431,NFKBIA;CXCL6;CCL20;STAT1;CCL5;CCL2;CXCL3;CXCL2;CX3CL1;CXCL5;VAV1
KEGG_2021_Human,Leishmaniasis,7/77,0.00010418476428349152,0.000704036437430867,0,0,7.171167883211679,65.75490990308208,C3;NFKBIA;IL1A;STAT1;IL1B;TNF;TLR2
KEGG_2021_Human,Toll-like receptor signaling pathway,8/104,0.00011040440181070986,0.0007241229883467147,0,0,5.98992673992674,54.57638221617776,NFKBIA;IL6;STAT1;IL1B;CCL5;IRF7;TNF;TLR2
GO_Biological_Process_2021,regulation of endothelial cell apoptotic process (GO:2000351),6/44,3.287212179956423e-05,0.0007396227404901951,0,0,11.300095693779904,116.64959535462542,IL11;SERPINE1;TNFAIP3;CCL2;TNF;ICAM1
GO_Biological_Process_2021,positive regulation of granulocyte macrophage colony-stimulating factor production (GO:0032725),4/14,3.4168895603758414e-05,0.0007568901890294515,0,0,28.460649819494584,292.69486724821576,DDX58;IL23A;IL1B;RASGRP1
GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase II (GO:0045944),29/908,3.428647864834267e-05,0.0007568901890294515,0,0,2.46654748361233,25.35798144972281,SERPINE1;PDGFB;ETS1;TNF;CX3CL1;HELZ2;IFI16;NLRP3;NKX3-1;IL11;MYOCD;STAT1;DDX58;LIF;INHBA;RUNX2;VEGFA;NFKBIA;GREM1;ZEB2;IL6;BMP2;IRF1;TNIP3;MAFF;CREBRF;IRF7;NCOA7;TLR2
GO_Biological_Process_2021,regulation of type I interferon production (GO:0032479),8/89,3.628435554325244e-05,0.0007935083361795393,0,0,7.104599104599105,72.6383014083475,HERC5;IFIH1;IFI16;DDX58;IRF1;IRF7;TNFAIP3;UBE2L6
GO_Biological_Process_2021,tumor necrosis factor-mediated signaling pathway (GO:0033209),9/116,3.854514762251875e-05,0.000835144865154573,0,0,6.064733369983507,61.64001130884021,NFKBIA;TNFSF14;STAT1;TNFRSF9;TRAF1;LTB;TNFRSF1B;TNF;BIRC3
GO_Biological_Process_2021,regulation of peptidyl-tyrosine phosphorylation (GO:0050730),8/92,4.61180586030098e-05,0.0009810568830094812,0,0,6.8498168498168495,68.39066718428818,IL11;IL6;IL23A;ITGB3;PDGFB;LIF;FYN;VEGFA
GO_Biological_Process_2021,regulation of endothelial cell proliferation (GO:0001936),8/92,4.61180586030098e-05,0.0009810568830094812,0,0,6.8498168498168495,68.39066718428818,STAT5A;BMP2;STAT1;ITGB3;PDGFB;FUT1;XDH;VEGFA
GO_Biological_Process_2021,regulation of response to biotic stimulus (GO:0002831),5/29,4.758973657530051e-05,0.0010032430953711,0,0,14.866394927536232,147.96364452309982,HERC5;IRF1;SAMHD1;CX3CL1;BIRC3
GO_Biological_Process_2021,positive regulation of DNA-binding transcription factor activity (GO:0051091),13/246,4.820334046835025e-05,0.0010071055062137,0,0,4.056722823649991,40.32415847162768,MYOCD;DDX58;TRAF1;TNF;CX3CL1;VEGFA;NFKBIA;IL6;IRAK2;IL1B;TRIM14;NLRP3;TLR2
KEGG_2021_Human,Proteoglycans in cancer,11/205,0.00016024981552090225,0.001021020253176,0,0,4.100324551355479,35.83182029657017,PLAU;ITGB3;ITGA2;ANK2;HOXD10;TNF;MMP9;VAV1;HBEGF;TLR2;VEGFA
GO_Biological_Process_2021,positive regulation of protein modification process (GO:0031401),12/214,5.319923208361196e-05,0.0010824887223969,0,0,4.310132872023262,42.41802868537044,C3;MARCO;BMP2;IL1B;FGF19;ITGB3;TNF;RASGRP1;MMP9;TRABD2B;VEGFA;NKX3-1
GO_Biological_Process_2021,cellular response to organic cyclic compound (GO:0071407),10/150,5.3088352315063175e-05,0.0010824887223969,0,0,5.160516605166052,50.79781874925904,TIPARP;IL1B;CCL5;PDGFB;CYP1A1;CYP1B1;CCL2;TNF;SLC5A5;NKX3-1
GO_Biological_Process_2021,regulation of cytokine production (GO:0001817),10/150,5.3088352315063175e-05,0.0010824887223969,0,0,5.160516605166052,50.79781874925904,IFIH1;IL1A;IL6;IFI16;DDX58;IRF7;SNAI2;TNFRSF1B;TNF;EREG
GO_Biological_Process_2021,"positive regulation of transcription, DNA-templated (GO:0045893)",34/1183,5.96842482489536e-05,0.0012039753526082,0,0,2.2247122123444782,21.638535236232663,BNC1;SERPINE1;PDGFB;ETS1;TNF;CX3CL1;HELZ2;IFI16;NLRP3;NKX3-1;IL11;MYOCD;DTX3L;STAT1;DDX58;LIF;INHBA;PARP9;RUNX2;VEGFA;NFKBIA;GREM1;ZEB2;IL6;BMP2;IL1B;IRF1;TNIP3;MAFF;CREBRF;IRF7;NCOA7;TLR2;CREB5
KEGG_2021_Human,Complement and coagulation cascades,7/85,0.00019439482640140555,0.0012041679524309,0,0,6.4330432341381245,54.97433828720908,C3;C1S;PLAU;C1R;SERPINE1;PLAT;CFB
GO_Biological_Process_2021,negative regulation of apoptotic process (GO:0043066),19/485,6.112354014998502e-05,0.0012121108809403,0,0,2.996158634472365,29.07056919544199,BCL2A1;UNC5B;IFI6;ASNS;SOD2;DHRS2;TNF;MMP9;IFIT3;CX3CL1;VEGFA;NFKBIA;GREM1;IL6;LAMP3;SNAI2;CCL2;ANGPTL4;BIRC3
GO_Biological_Process_2021,regulation of granulocyte macrophage colony-stimulating factor production (GO:0032645),4/16,6.076241378222328e-05,0.0012121108809403,0,0,23.71480144404332,230.23607836126652,DDX58;IL23A;IL1B;RASGRP1
GO_Biological_Process_2021,positive regulation of phosphorylation (GO:0042327),13/253,6.421539212513014e-05,0.0012627228367462,0,0,3.936986940298508,38.00478856404626,ITGB3;TNF;RASGRP1;MMP9;EREG;VEGFA;C3;MARCO;BMP2;IL1B;FGF19;CCL5;NKX3-1
GO_Biological_Process_2021,positive regulation of leukocyte cell-cell adhesion (GO:1903039),5/31,6.654405662753451e-05,0.0012976091042369,0,0,13.721432552954292,131.96788535273257,IL6;CCL2;HAS2;ETS1;TNF
GO_Biological_Process_2021,positive regulation of NF-kappaB transcription factor activity (GO:0051092),10/155,7.000796017222216e-05,0.0013538729487851,0,0,4.981295330194682,47.65556229257736,NFKBIA;IL6;IRAK2;IL1B;TRIM14;NLRP3;TRAF1;TNF;CX3CL1;TLR2
GO_Biological_Process_2021,negative regulation of cell adhesion (GO:0007162),7/73,7.403907723687124e-05,0.0014200937765104,0,0,7.607332448573325,72.35271156732483,DUSP1;PODXL;SERPINE1;CYP1B1;SNAI2;B4GALNT2;CX3CL1
GO_Biological_Process_2021,positive regulation of stress-activated MAPK cascade (GO:0032874),8/99,7.794619152427485e-05,0.0014713132772269,0,0,6.32065370526909,59.79017203206467,BMP2;GADD45A;FGF19;IL1B;TRAF1;RASGRP1;XDH;VEGFA
GO_Biological_Process_2021,positive regulation of receptor signaling pathway via STAT (GO:1904894),5/32,7.796702836587393e-05,0.0014713132772269,0,0,13.21256038647343,124.98057536337984,IL6;CCL5;CYP1B1;IL7R;TNF
KEGG_2021_Human,Cytosolic DNA-sensing pathway,6/63,0.0002531669013700595,0.001525843756906,0,0,7.526124401913876,62.32731021265543,NFKBIA;IL6;DDX58;IL1B;CCL5;IRF7
GO_Biological_Process_2021,positive regulation of T cell activation (GO:0050870),7/75,8.806569381897755e-05,0.0016485897882912,0,0,7.382835981107772,68.93669572775877,CD274;IL6;IL23A;IL1B;CCL5;CCL2;PDCD1LG2
GO_Biological_Process_2021,positive regulation of gliogenesis (GO:0014015),3/7,9.210938299951162e-05,0.0017106028271337,0,0,53.18794964028777,494.250816673817,IL6;IL1B;TNF
GO_Biological_Process_2021,positive regulation of chemokine production (GO:0032722),6/53,9.617943747266371e-05,0.0017582803412971,0,0,9.132069632495163,84.46520572506411,IL6;OAS1;IL1B;OAS3;TNF;TLR2
GO_Biological_Process_2021,regulation of T cell proliferation (GO:0042129),7/76,9.58497363623772e-05,0.0017582803412971,0,0,7.275468105363377,67.31793355571556,CD274;IL6;IL23A;IL1B;CCL5;PDCD1LG2;TNFRSF1B
KEGG_2021_Human,Small cell lung cancer,7/92,0.0003174533322014156,0.0018629498179188,0,0,5.901159295835122,47.53489877651976,NFKBIA;COL4A1;GADD45A;ITGA2;LAMC2;TRAF1;BIRC3
GO_Biological_Process_2021,regulation of cell adhesion mediated by integrin (GO:0033628),5/34,0.00010528910785196136,0.0019098954447565,0,0,12.300099950024988,112.65416259788664,PLAU;SERPINE1;LIF;CYP1B1;SNAI2
GO_Biological_Process_2021,regulation of blood vessel endothelial cell migration (GO:0043535),6/55,0.00011863402313507,0.0021191115582905,0,0,8.75844155844156,79.17164553716704,STAT5A;GADD45A;PDGFB;ETS1;TNF;VEGFA
GO_Biological_Process_2021,positive regulation of cellular metabolic process (GO:0031325),8/105,0.00011807686293949276,0.0021191115582905,0,0,5.927872814470753,53.61271771705792,NFKBIA;GREM1;GADD45A;CCL5;PDGFB;INHBA;XDH;VEGFA
GO_Biological_Process_2021,negative regulation of nervous system development (GO:0051961),4/19,0.00012517362117673208,0.0022189869208602,0,0,18.968953068592057,170.45138569457967,IL6;IL1B;TNF;TLR2
GO_Biological_Process_2021,blood vessel morphogenesis (GO:0048514),6/56,0.00013132065395904277,0.0022932114198817,0,0,8.582836363636364,76.71226265035523,CCBE1;LOX;COL4A1;CYP1B1;HAS2;VEGFA
GO_Biological_Process_2021,positive regulation of interleukin-1 beta production (GO:0032731),6/56,0.00013132065395904277,0.0022932114198817,0,0,8.582836363636364,76.71226265035523,GBP5;IL6;IFI16;NLRP3;NLRP1;TNF
GO_Biological_Process_2021,regulation of NIK/NF-kappaB signaling (GO:1901222),7/80,0.0001327913264050849,0.0023017163243548,0,0,6.875412458754124,61.37496190796303,NFKBIA;TNFSF14;IL23A;IL1B;NLRP3;TNF;TLR2
GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),24/742,0.0001377933859500246,0.0023708567876695,0,0,2.4713265339301778,21.96948790095257,BCL2A1;GADD45A;STAT1;RASGRF2;IFI6;ASNS;IKZF3;DHRS2;TNF;NDRG1;MMP9;IFIT3;CX3CL1;VAV1;VEGFA;NFKBIA;GREM1;IL6;BMP2;RPS6KA2;ANKRD1;CYP1B1;ANGPTL4;BIRC3
KEGG_2021_Human,Osteoclast differentiation,8/127,0.00043550835765636143,0.0024454564122983,0,0,4.826546003016591,37.35262296669098,NFKBIA;IL1A;STAT1;ITGB3;IL1B;FYN;TNF;IRF9
KEGG_2021_Human,Prostate cancer,7/97,0.0004386468900983663,0.0024454564122983,0,0,5.571897810218978,43.08088763160346,NFKBIA;PLAU;PDGFB;PLAT;MMP9;NKX3-1;CREB5
GO_Biological_Process_2021,positive regulation of monocyte chemotactic protein-1 production (GO:0071639),3/8,0.00014584304983598958,0.002472990845045,0,0,42.54820143884892,375.8273917352915,OAS1;IL1B;OAS3
GO_Biological_Process_2021,regulation of vascular wound healing (GO:0061043),3/8,0.00014584304983598958,0.002472990845045,0,0,42.54820143884892,375.8273917352915,SERPINE1;TNFAIP3;TNF
GO_Biological_Process_2021,regulation of smooth muscle cell migration (GO:0014910),4/20,0.0001547445817979085,0.0025500163479373,0,0,17.782490974729242,156.01885739948645,PLAU;CCL5;SERPINE1;PDGFB
GO_Biological_Process_2021,positive regulation of interferon-alpha production (GO:0032727),4/20,0.0001547445817979085,0.0025500163479373,0,0,17.782490974729242,156.01885739948645,IFIH1;DDX58;STAT1;IRF7
GO_Biological_Process_2021,lipopolysaccharide-mediated signaling pathway (GO:0031663),4/20,0.0001547445817979085,0.0025500163479373,0,0,17.782490974729242,156.01885739948645,CCL5;IL1B;CCL2;TNF
GO_Biological_Process_2021,cellular response to interferon-beta (GO:0035458),4/20,0.0001547445817979085,0.0025500163479373,0,0,17.782490974729242,156.01885739948645,IFI16;OAS1;STAT1;IRF1
GO_Biological_Process_2021,positive regulation of calcium ion transport (GO:0051928),5/37,0.0001593631691229532,0.0025896514982479,0,0,11.145267210144928,97.45783733496428,CCL5;PDGFB;STC1;CCL2;ANK2
GO_Biological_Process_2021,positive regulation of signaling receptor activity (GO:2000273),5/37,0.0001593631691229532,0.0025896514982479,0,0,11.145267210144928,97.45783733496428,GREM1;CCL2;ADRB2;EREG;HBEGF
GO_Biological_Process_2021,negative regulation of innate immune response (GO:0045824),5/38,0.00018141888219367253,0.0029277254091944,0,0,10.806982872200264,93.09893625227777,IFI16;OAS1;OAS3;TNFAIP3;SAMHD1
GO_Biological_Process_2021,purinergic nucleotide receptor signaling pathway (GO:0035590),4/21,0.0001890516829132773,0.0030300064247744,0,0,16.735612656614993,143.4826098593451,C3;IL1B;NLRP3;TXNIP
GO_Biological_Process_2021,endothelial cell migration (GO:0043542),5/39,0.00020572858255006,0.0032748631507968,0,0,10.488597612958229,89.03721026713649,FAP;STAT1;CYP1B1;LOXL2;VEGFA
GO_Biological_Process_2021,positive regulation of interleukin-8 production (GO:0032757),6/61,0.0002117923016585129,0.0033486080127089,0,0,7.800595041322314,65.99228887963963,IL6;DDX58;IL1B;SERPINE1;TNF;TLR2
GO_Biological_Process_2021,regulation of glial cell proliferation (GO:0060251),3/9,0.00021649189232148756,0.0033999397854515,0,0,35.45503597122302,299.16808527094366,IL6;IL1B;TNF
GO_Biological_Process_2021,regulation of immune response (GO:0050776),10/179,0.00022921009874177236,0.0035519975566605,0,0,4.268652153977161,35.77502523731029,HERC5;C3;IFITM1;IRF1;IRF7;SAMHD1;ULBP1;TREM1;ICAM1;BIRC3
GO_Biological_Process_2021,regulation of response to cytokine stimulus (GO:0060759),4/22,0.00022852175976190045,0.0035519975566605,0,0,15.80505415162455,132.50766354674954,IFIH1;DDX58;IRAK2;PARP9
GO_Biological_Process_2021,negative regulation of blood coagulation (GO:0030195),5/40,0.00023244201333054651,0.0035549954979965,0,0,10.18840579710145,85.24506445882005,C1QTNF1;PLAU;SERPINE1;PDGFB;PLAT
GO_Biological_Process_2021,positive regulation of interleukin-1 production (GO:0032732),6/62,0.00023175382727548316,0.0035549954979965,0,0,7.660909090909091,64.12054380736184,GBP5;IL6;IFI16;NLRP3;NLRP1;TNF
GO_Biological_Process_2021,positive regulation of signal transduction (GO:0009967),12/252,0.000247982646436322,0.0037680480042921,0,0,3.620631970260223,30.059036186652797,C3;CCBE1;BMP2;IL6;CUX2;IL1B;ITGB3;GRB10;TNFAIP3;IL7R;TLR2;NKX3-1
